23662,35156,18311,22742,76529,19347,42358,78766,21670,44358,33188,31750,58542,22385,18271,12706,41901,28578,39484,44490,61792,61994,19263,20385,26852,49130,54309,55190,70488,58373,16530,0,35356,35106,47804,50065,13415,29214,31485,15012,26594,27368,26965,37338,38713,12435,36276,9286,20873,69439
22356,51677,36205,37974,28254,19932,34952,21809,39564,28022,14986,8072,51136,22510,19646,44260,9699,16108,23671,61012,36436,36639,37157,38279,43373,14796,23368,25242,29197,50968,33254,34322,0,17133,40399,35485,31455,45735,5394,30353,11064,11097,31546,21497,31751,28082,21110,25952,33234,21017
26342,51153,28607,30376,56334,23918,25283,17645,31966,60355,3773,23029,41467,16385,21214,40235,20409,10054,7627,60487,21465,21667,29559,30681,42849,28723,70306,71187,86485,41299,32993,35965,18037,0,30730,66062,23857,45210,21334,37345,29459,30048,43145,8016,21638,21183,57937,29228,25636,85435
45486,63461,31963,33731,68925,43062,8123,44552,35321,72664,27439,53556,24328,28694,33523,43590,46595,20935,20514,72796,27578,27781,32914,34036,55157,74627,82614,83496,76823,24160,45302,48274,50083,29357,0,78371,27212,57519,53365,49654,48603,49192,55306,17998,5637,33492,70246,41536,28991,79776
30796,20844,66234,68002,36482,52839,73985,72431,69592,10468,64815,26270,75814,54011,53382,61592,62772,60204,71111,13878,93419,93621,67186,68307,25196,46927,12246,13128,30441,85688,47384,51654,34509,66710,79431,0,61483,31172,29877,40228,31622,26536,28232,68965,70783,48223,22684,44916,63262,29391
27925,45901,8059,11761,87274,25501,29964,66372,11418,55103,20794,35995,46147,9993,15962,17455,39067,14899,27090,55235,49398,49600,9011,10133,37597,46296,65053,65935,81232,45979,27741,13415,32522,22712,35410,60810,0,39958,35730,32093,31042,31631,37893,24944,22409,15366,52685,23975,7021,80183
13643,15340,44792,46561,56714,17744,52543,88951,48151,24543,43373,25827,68727,32570,31940,36490,41625,38763,49669,24675,71977,72179,45744,46866,7018,42178,34493,35375,50672,68558,23782,26552,35080,45291,57989,30250,40042,0,28862,13889,17394,20829,9743,47523,48898,26781,19054,19814,41821,49623
13763,24684,40266,42034,30721,17179,39013,26294,43624,27383,19047,5074,55196,26571,23706,41661,13420,20168,26053,33117,40497,40699,41218,42339,40774,14118,20226,22100,23769,55028,30655,31723,5781,21193,44459,32343,35515,29514,0,27601,8661,9503,24618,25558,35811,25483,19095,23354,37294,15589
13287,24950,39357,41125,66323,13291,47108,45812,42715,34152,37938,25181,63291,27134,20496,25057,39198,33327,44234,34284,66542,66744,40309,41430,16627,43458,44103,44984,60282,63123,20281,15119,30627,39856,52554,39859,34606,16572,26675,0,17037,19476,11317,42088,43462,21346,19491,8382,36385,59232
4550,20676,32809,34577,49632,9044,40559,28371,36167,24894,19616,8224,56743,19114,16249,36035,18049,19228,37685,30628,59993,60196,33761,34882,19344,29666,20930,22804,43591,56575,25029,26097,11381,21763,46006,33047,28058,19289,8219,18062,0,5684,14393,35540,37358,19858,15087,17728,29837,27747
4260,16459,32512,34281,45415,8748,40263,41269,35871,20677,26286,6842,56447,18817,15953,36243,24717,26483,37389,26411,59697,59899,33464,34586,20066,25449,16713,18587,39374,56279,25238,26305,12333,28432,45709,28830,27762,20011,9396,17766,5086,0,15115,35243,36618,20066,10870,17936,29541,23530
